id;start_date;end_date;created_on;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_new;l4_new
577674;2019-08-13;2019-08-14;2019-08-13;-58.4596874613;-34.6149368311;Argentina;Capital Federal;Villa General Mitre;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;other;other
209896;2020-01-27;2020-02-13;2020-01-27;-58.4293082771;-34.6281320078;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;42.0;38.0;;USD;Departamento;other;other
918724;2020-03-18;9999-12-31;2020-03-18;-57.9670706;-34.9207489;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other
353275;2020-01-14;2020-01-28;2020-01-14;-58.43410906;-34.60163988;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;50.0;44.0;;USD;Departamento;other;other
35911;2020-06-22;2020-06-25;2020-06-22;-58.44961;-34.5548233;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;47.0;44.0;;USD;Departamento;Belgrano;other
438255;2019-11-16;2020-01-21;2019-11-16;-58.471663;-34.553543;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;79.0;42.0;;USD;PH;other;other
403472;2020-03-29;2020-04-03;2020-03-29;-58.4069098;-34.6136411;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;56.0;54.0;;USD;Departamento;other;other
704690;2020-02-27;9999-12-31;2020-02-27;-58.3842777;-34.6234372;Argentina;Capital Federal;Constitución;sin_info;2.0;;;42.0;42.0;;USD;Departamento;other;other
102031;2019-09-03;2020-02-03;2019-09-03;-58.4915273;-34.6269422;Argentina;Capital Federal;Floresta;sin_info;2.0;;1.0;46.0;41.0;;USD;Departamento;other;other
244869;2019-12-28;2020-02-13;2019-12-28;-58.4355032;-34.5663089;Argentina;Capital Federal;Las Cañitas;sin_info;3.0;2.0;2.0;99.0;99.0;;USD;Departamento;Las Cañitas;other
950620;2020-04-23;9999-12-31;2020-04-23;-58.486473;-34.63076;Argentina;Capital Federal;Floresta;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
985727;2019-08-01;2019-08-13;2019-08-01;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;58.0;50.0;;USD;Departamento;other;other
778587;2020-02-29;9999-12-31;2020-02-29;-58.4603611;-34.5642355;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;3.0;110.0;100.0;;USD;Departamento;Belgrano;other
238317;2020-07-01;9999-12-31;2020-07-01;-58.4690478;-34.6912509;Argentina;Capital Federal;Villa Riachuelo;sin_info;3.0;1.0;1.0;110.0;59.0;;USD;PH;other;other
416412;2019-11-28;2019-12-23;2019-11-28;-58.4017833;-34.5837916;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;68.0;60.0;;USD;Departamento;other;other
395266;2020-01-07;9999-12-31;2020-01-07;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
578257;2019-08-13;2019-08-14;2019-08-13;-58.4406027;-34.6159245;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;85.0;75.0;;USD;Departamento;other;other
800934;2020-02-12;2020-02-13;2020-02-12;-58.4405457447;-34.5968649818;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;50.0;45.0;;USD;Departamento;other;other
943052;2020-03-13;2020-09-02;2020-03-13;-57.953568;-34.947918;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;80.0;70.0;;USD;Departamento;other;other
752996;2019-11-21;2019-12-07;2019-11-21;;;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;2.0;1.0;59.0;59.0;;USD;Departamento;other;other
180728;2020-07-08;2020-08-25;2020-07-08;-57.9400902819;-34.9143718048;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;other;other
12253;2019-08-02;2020-01-16;2019-08-02;-58.406301;-34.5877746;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;;1.0;62.0;62.0;;USD;Departamento;other;other
987469;2019-08-01;2019-08-14;2019-08-01;;;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;2.0;3.0;135.0;135.0;;USD;Departamento;Puerto Madero;other
650914;2019-11-12;9999-12-31;2019-11-12;-58.4653526;-34.6169345;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
121889;2020-07-03;2020-09-02;2020-07-03;-58.482406;-34.561724;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;1.0;1.0;84.0;70.0;;USD;Departamento;other;other
332290;2020-05-13;2020-06-20;2020-05-13;-58.445579;-34.5973122;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;82.0;45.0;;USD;Departamento;other;other
84069;2019-08-21;2019-08-23;2019-08-21;-58.4692833547;-34.5382372666;Argentina;Capital Federal;Nuñez;sin_info;3.0;;;;95.0;;USD;Departamento;other;other
660478;2020-01-24;9999-12-31;2020-01-24;-58.4752224;-34.5745042;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;95.0;75.0;;USD;PH;other;other
497455;2019-12-12;9999-12-31;2019-12-12;-58.396258;-34.6153363;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;88.0;86.0;;USD;Departamento;other;other
110244;2020-01-22;2020-04-02;2020-01-22;-58.468956;-34.607213;Argentina;Capital Federal;Paternal;sin_info;3.0;2.0;2.0;111.0;77.0;;USD;Departamento;other;other
106129;2019-09-17;2020-09-08;2019-09-17;-58.5056176;-34.6223394;Argentina;Capital Federal;Floresta;sin_info;3.0;;;124.0;92.0;;USD;PH;other;other
616483;2019-09-11;2019-09-14;2019-09-11;-58.449967;-34.62433;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;79.0;79.0;;USD;Departamento;other;other
884349;2020-04-02;9999-12-31;2020-04-02;-58.483977;-34.55113;Argentina;Capital Federal;Saavedra;sin_info;2.0;1.0;2.0;100.0;76.0;;USD;PH;other;other
244730;2019-12-28;2020-01-21;2019-12-28;-58.43063;-34.607653;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;40.0;37.0;;USD;Departamento;other;other
442705;2020-06-01;9999-12-31;2020-06-01;-58.44355011;-34.60284805;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;;1.0;44.0;44.0;;USD;Departamento;other;other
103444;2019-11-23;2020-05-05;2019-11-23;-58.4213675;-34.6098753;Argentina;Capital Federal;Almagro;sin_info;3.0;;1.0;62.0;59.0;;USD;Departamento;other;other
652877;2019-11-12;2019-12-05;2019-11-12;-58.5078649148;-34.6033637189;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other
163663;2019-09-04;9999-12-31;2019-09-04;-58.4152009;-34.619706;Argentina;Capital Federal;Almagro;sin_info;3.0;;1.0;;63.0;;USD;Departamento;other;other
198841;2019-07-05;2019-07-09;2019-07-05;-58.4679922302;-34.6251673855;Argentina;Capital Federal;Flores;sin_info;3.0;3.0;2.0;132.0;82.0;;USD;Departamento;other;other
571582;2020-06-03;2020-06-15;2020-06-03;-58.472744;-34.5822353;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;73.0;65.0;;USD;Departamento;other;other
840902;2020-03-07;2020-03-15;2020-03-07;-58.4162401599;-34.6082854903;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;75.0;72.0;;USD;Departamento;other;other
331397;2020-05-13;2020-06-01;2020-05-13;-58.3902503;-34.617171;Argentina;Capital Federal;Congreso;sin_info;2.0;1.0;1.0;60.0;34.0;;USD;Departamento;other;other
352714;2020-01-14;9999-12-31;2020-01-14;-60.6284528;-32.9523152;Argentina;Capital Federal;sin_info;sin_info;3.0;1.0;1.0;;;;USD;Departamento;other;other
68354;2019-11-09;9999-12-31;2019-11-09;-57.9490475932;-34.9040867431;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;;1.0;50.0;47.0;;USD;Departamento;other;other
877413;2019-11-13;2020-05-04;2019-11-13;-58.4557246;-34.5791632;Argentina;Capital Federal;Colegiales;sin_info;2.0;;1.0;;53.0;;USD;Departamento;other;other
607417;2019-09-14;2019-09-17;2019-09-14;-58.4630859156;-34.6037693002;Argentina;Capital Federal;Paternal;sin_info;3.0;2.0;1.0;47.0;47.0;;USD;Departamento;other;other
412411;2019-09-24;2020-05-04;2019-09-24;-58.4915986;-34.5545188;Argentina;Capital Federal;Saavedra;sin_info;2.0;;1.0;50.0;41.0;;USD;Departamento;other;other
47334;2019-10-11;2020-01-07;2019-10-11;;;Argentina;Capital Federal;Belgrano;sin_info;3.0;;2.0;71.0;64.0;;USD;Departamento;Belgrano;other
570477;2020-06-03;2020-06-08;2020-06-03;-58.43469;-34.60896;Argentina;Capital Federal;Parque Centenario;sin_info;2.0;1.0;1.0;45.0;43.0;;USD;Departamento;other;other
500031;2019-07-24;2019-09-14;2019-07-24;-57.938783;-34.914448;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;1.0;1.0;21.0;21.0;;USD;Departamento;other;other
673878;2019-08-25;2019-09-14;2019-08-25;-58.46265;-34.622715;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;92.0;83.0;;USD;Departamento;other;other
331476;2020-05-13;2020-08-25;2020-05-13;-58.452877;-34.625061;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
104331;2019-11-23;2019-12-07;2019-11-23;-58.44231;-34.5964;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;68.0;60.0;;USD;Departamento;other;other
861146;2020-03-15;2020-03-15;2020-03-15;-58.4473845;-34.5800652;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;2.0;95.0;84.0;;USD;Departamento;other;other
878386;2019-11-13;2019-12-05;2019-11-13;-58.3870246;-34.6269242;Argentina;Capital Federal;Constitución;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
346245;2020-07-21;2020-08-13;2020-07-21;-58.4431194061;-34.6093076981;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;33.0;33.0;;USD;Departamento;other;other
622575;2020-03-19;2020-04-03;2020-03-19;-58.43683;-34.60252;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;2.0;87.0;77.0;;USD;Departamento;other;other
652257;2019-11-12;2020-08-13;2019-11-12;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;3.0;;;;USD;Departamento;other;other
348435;2019-11-26;2019-12-21;2019-11-26;-58.4089813;-34.6311229;Argentina;Capital Federal;Parque Patricios;sin_info;2.0;;1.0;58.0;;;USD;PH;other;other
849856;2020-02-03;2020-02-13;2020-02-03;-58.4786374;-34.5883996;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;97.0;60.0;;USD;Departamento;other;other
488076;2019-11-30;2019-12-28;2019-11-30;-58.421183;-34.598576;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;26.0;26.0;;USD;Departamento;other;other
47083;2019-10-11;2020-02-05;2019-10-11;-58.4488864;-34.557462;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;49.0;49.0;;USD;Departamento;Belgrano;other
155969;2019-12-03;2019-12-18;2019-12-03;-58.4328099305;-34.601567889;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;48.0;42.0;;USD;Departamento;other;other
614815;2019-09-11;2020-05-15;2019-09-11;-58.4070425;-34.5876564;Argentina;Capital Federal;Recoleta;sin_info;2.0;;1.0;47.0;47.0;;USD;Departamento;Recoleta;other
190415;2020-05-26;2020-06-01;2020-05-26;-58.427087384;-34.605250945;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;45.0;42.0;;USD;Departamento;other;other
131139;2019-08-19;2019-09-13;2019-08-19;-58.404601;-34.654383;Argentina;Capital Federal;Pompeya;sin_info;2.0;1.0;1.0;45.0;37.0;;USD;Departamento;other;other
576890;2019-08-13;2019-08-14;2019-08-13;-58.421491;-34.6055869;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;73.0;48.0;;USD;Departamento;other;other
652323;2019-11-12;9999-12-31;2019-11-12;-58.4653526;-34.6169345;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other
578123;2019-08-13;2019-08-14;2019-08-13;-58.4475881;-34.5667238;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;3.0;206.0;130.0;;USD;Departamento;Belgrano;other
71525;2019-12-17;2020-02-18;2019-12-17;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
175612;2020-06-11;2020-06-14;2020-06-11;-58.4132648;-34.612754;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;2.0;;;;USD;PH;other;other
915933;2020-04-05;2020-04-16;2020-04-05;-58.4224567078;-34.5895017991;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;59.0;54.0;;USD;Departamento;other;other
