id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day;quarter_start_date;m2_price_gob;lat_final;lon_final;madero;torre;puerto madero;cochera;palermo;000;belgrano;ambientes;dep;semipiso;recoleta;venta ubicado;000 departamento;plata;departamento;venta;amb;dependencia;vista;terraza;piso;canitas;coch;ph;categoria;amenities;capital;m2;departamento ambientes venta;alto;depto;duplex;capital federal;ambientes cochera;av;estrenar;federal;ambientes venta;oportunidad;baulera;reciclado;departamento venta;dormitorio;piso alto;excelente;barrio norte;departamento ambientes;nunez;000 departamento venta;centro;2amb;impecable;newsurf_total;monoambiente;new_bedrooms;new_bathrooms;distancia_km
155953;-58.3780949947;-34.6084783391;Argentina;Capital Federal;Monserrat;sin_info;2.0;1.0;1.0;48.0;43.0;;USD;Departamento;Este;Comuna 1;other;other;2019;12;3;2019;12;17;4;0.0;-34.6084783391;-34.6084783391;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.0;False;1.0;1.0;2175.5788947079673
758087;-58.4309096;-34.6272681;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;2;7;9999;12;31;1;3287.4493983760863;-34.6272681;-34.6272681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;False;2.0;1.0;2178.822568323257
836819;-58.4202947344;-34.6062714998;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;80.0;76.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;28;2020;5;8;2;3175.9177624488034;-34.6062714998;-34.6062714998;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;80.0;False;2.0;2.0;2179.300067704297
438415;-58.398942;-34.606149;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;32.0;33.0;;USD;Departamento;Este;Comuna 3;other;other;2019;11;16;2020;2;9;4;2794.6819180997104;-34.606149;-34.606149;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;33.0;False;1.0;1.0;2177.5841527532984
469753;-58.472391;-34.584208;Argentina;Capital Federal;Villa Ortuzar;sin_info;2.0;1.0;1.0;48.0;48.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;9;20;2019;12;20;3;0.0;-34.584208;-34.584208;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.0;False;1.0;1.0;2186.170862600005
884685;;;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;82.0;52.0;;USD;PH;Norte;Comuna 12;other;other;2020;4;2;2020;4;3;2;3353.0802504285743;-34.5732414;-58.4914785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.0;False;2.0;2.0;0.0
660342;-58.405105;-34.590794;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;3.0;90.0;85.0;;USD;Departamento;other;other;other;other;2020;1;24;2020;2;13;1;0.0;-34.590794;-34.590794;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90.0;False;2.0;3.0;2179.332066060226
854204;-58.48858;-34.571899;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;65.0;61.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;1;17;2020;1;19;1;3326.1046335961973;-34.571899;-34.571899;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;65.0;False;2.0;2.0;2189.6782409020934
195954;-58.4112957;-34.5924844;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;73.0;64.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;19;2020;8;7;2;3744.941017688023;-34.5924844;-34.5924844;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;73.0;False;2.0;2.0;2181.337944743223
801187;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;2;12;9999;12;31;1;0.0;-34.6075682;-58.4370894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;False;1.0;1.0;0.0
566805;-58.420144;-34.584219;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;48.0;45.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;5;2019;12;14;4;3873.022431225748;-34.584219;-34.584219;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;48.0;False;1.0;1.0;2182.199597241781
356465;-58.416687637;-34.5976131344;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;51.0;42.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;6;2019;12;23;4;3873.022431225748;-34.5976131344;-34.5976131344;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;51.0;False;1.0;1.0;2180.80350409108
165926;-58.4265672;-34.5976731;Argentina;Capital Federal;Palermo;sin_info;2.0;;2.0;55.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;7;26;9999;12;31;3;3902.1896178093994;-34.5976731;-34.5976731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.0;False;;2.0;2180.7972563638978
777663;-58.4532069;-34.5957203;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;2.0;49.0;44.0;;USD;PH;Centro;Comuna 15;other;other;2020;2;29;2020;3;6;1;3153.2079320597763;-34.5957203;-34.5957203;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0;False;1.0;2.0;2182.3967923453342
13932;-58.399261679;-34.6031400479;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;94.0;94.0;;USD;Departamento;other;other;other;other;2020;5;23;2020;6;1;2;0.0;-34.6031400479;-34.6031400479;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;94.0;False;2.0;1.0;2178.2618005766444
403533;-58.4425531169;-34.5967927375;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;84.0;79.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;3;29;2020;4;3;1;3153.2079320597763;-34.5967927375;-34.5967927375;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;84.0;False;2.0;1.0;2182.2849383656758
882393;-58.406374253;-34.5961440135;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;29.0;29.0;;USD;Departamento;other;other;other;other;2020;4;2;2020;6;1;2;0.0;-34.5961440135;-34.5961440135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;29.0;False;1.0;1.0;2178.774234012353
556695;-58.449111;-34.608817;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;60.0;48.0;;USD;PH;Centro;Comuna 6;other;other;2019;11;29;2020;1;21;4;3426.100855601055;-34.608817;-34.608817;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;60.0;False;2.0;1.0;2180.746464529565
230552;-58.4227031;-34.5916303;Argentina;Capital Federal;Palermo;Palermo Viejo;3.0;2.0;1.0;49.0;46.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Viejo;2020;6;18;9999;12;31;2;3744.941017688023;-34.5916303;-34.5916303;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;49.0;False;2.0;1.0;2181.4269627750714
513054;-58.4311921;-34.6004697;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;63.0;60.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;26;2020;9;1;1;3153.2079320597763;-34.6004697;-34.6004697;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.0;False;2.0;2.0;2181.9014914051363
956573;-58.4133256018;-34.5990735481;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;44.0;41.0;;USD;Departamento;other;other;other;other;2020;5;20;2020;5;20;2;0.0;-34.5990735481;-34.5990735481;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;44.0;False;1.0;1.0;2178.4688568526767
95811;-58.497804;-34.552412;Argentina;Capital Federal;Saavedra;sin_info;2.0;1.0;2.0;76.0;50.0;;USD;PH;Norte;Comuna 12;other;other;2019;11;24;2019;12;2;4;3170.685207021417;-34.552412;-34.552412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76.0;True;1.0;2.0;2191.512002303341
987595;-58.4842762;-34.5983593;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;86.0;72.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;8;1;2019;8;14;3;0.0;-34.5983593;-34.5983593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.0;False;2.0;1.0;2186.7134940874753
168773;-58.0691331312;-34.8510459506;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Villa Elisa;3.0;2.0;2.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;19;9999;12;31;1;0.0;-34.8510459506;-34.8510459506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;False;2.0;2.0;2107.2141811900347
606651;-58.3834375708;-34.5943108467;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;39.0;39.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;9;14;2019;9;17;3;4116.736735495754;-34.5943108467;-34.5943108467;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.0;False;1.0;1.0;2178.0528069687025
410552;-58.431494236;-34.611806655;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;47.0;43.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;10;13;2020;1;21;4;3426.100855601055;-34.611806655;-34.611806655;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;47.0;False;1.0;1.0;2180.434585034343
190644;-58.467205;-34.607052;Argentina;Capital Federal;Villa General Mitre;sin_info;2.0;1.0;2.0;54.0;52.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;5;26;2020;6;1;2;0.0;-34.607052;-34.607052;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;54.0;False;1.0;2.0;2183.5020414771334
112788;-58.488707;-34.603097;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;85.0;75.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;11;10;2019;11;29;4;2850.9486088699814;-34.603097;-34.603097;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85.0;False;2.0;1.0;2186.2192153354927
606095;-58.4492993;-34.6081623;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;47.0;47.0;;USD;PH;Centro;Comuna 15;other;other;2019;9;14;2019;9;17;3;3231.277016852641;-34.6081623;-34.6081623;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.0;False;1.0;1.0;2181.099559530338
415365;-58.417304;-34.6141446;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;57.0;51.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;28;9999;12;31;4;3145.2527349928964;-34.6141446;-34.6141446;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.0;False;;1.0;2178.4792308280225
743024;-58.445597;-34.557254;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;60.0;56.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;6;30;9999;12;31;2;3900.3552203916724;-34.557254;-34.557254;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.0;False;1.0;1.0;2188.1814556109734
166069;-58.4820872386;-34.5741577173;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;;2.0;110.0;85.0;;USD;PH;Norte;Comuna 12;other;other;2019;7;26;2020;2;4;3;3361.356685278829;-34.5741577173;-34.5741577173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.0;False;;2.0;2189.442557413339
47087;-58.4513592;-34.5617029;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;48.0;48.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;11;2019;11;2;4;3999.4417464053645;-34.5617029;-34.5617029;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.0;False;1.0;1.0;2187.717203632269
261147;-58.5168364;-34.6598367;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;7;24;9999;12;31;3;2799.3078763481694;-34.6598367;-34.6598367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;False;2.0;2.0;2180.323898236513
339691;-58.4484207;-34.5815742;Argentina;Capital Federal;Palermo;sin_info;3.0;;2.0;80.0;80.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;20;2020;6;19;4;3873.022431225748;-34.5815742;-34.5815742;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80.0;False;;2.0;2182.4754051783993
171679;-58.44166;-34.60725;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;12;2020;5;20;2;3245.6235781903574;-34.60725;-34.60725;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;36.0;False;1.0;1.0;2180.9099561478656
620616;-58.4047136038;-34.5932650235;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;56.0;52.0;;USD;Departamento;other;other;other;other;2020;3;19;2020;4;3;1;0.0;-34.5932650235;-34.5932650235;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;56.0;False;2.0;1.0;2179.074396021445
332233;-58.3816141;-34.6131365;Argentina;Capital Federal;Monserrat;sin_info;3.0;2.0;2.0;85.0;85.0;;USD;Departamento;Este;Comuna 1;other;other;2020;5;13;2020;5;29;2;0.0;-34.6131365;-34.6131365;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85.0;False;2.0;2.0;2175.0933126353193
960442;-57.9968732;-34.9313541;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;80.0;67.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;5;30;2020;6;15;2;0.0;-34.9313541;-34.9313541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80.0;False;2.0;1.0;2098.8774634150795
541833;;;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;15;2020;8;3;2;3245.6235781903574;-34.6200773;-58.4424893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;False;1.0;1.0;0.0
854062;-58.4322374;-34.5823429;Argentina;Capital Federal;Palermo;Palermo Hollywood;3.0;2.0;2.0;78.0;78.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;1;17;2020;2;13;1;3834.6405277128156;-34.5823429;-34.5823429;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;78.0;False;2.0;2.0;2182.3952381412073
262247;-58.4202848;-34.6145394;Argentina;Capital Federal;Almagro;sin_info;3.0;;2.0;83.0;76.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;26;2020;7;16;4;3145.2527349928964;-34.6145394;-34.6145394;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;83.0;False;;2.0;2178.438080082841
78476;-58.4776807;-34.549306;Argentina;Capital Federal;Saavedra;sin_info;2.0;1.0;1.0;34.0;34.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;10;28;2020;8;25;4;3170.685207021417;-34.549306;-34.549306;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.0;False;1.0;1.0;2191.836198715732
